geometry|lat|lon|name|rating|type|zona_estudio|category|sub_cat
POINT (-78.4581046 -0.1077527)|-0.1077527|-78.4581046|Súper Paco Portal||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4667766 -0.1200027)|-0.1200027|-78.4667766|Cerámicas GEYMIL|3.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4598568 -0.1242263)|-0.1242263|-78.4598568|Residencia Jiménez Sangurima|4.9|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.46169139999999 -0.1066918)|-0.1066918|-78.46169139999999|Estacionamiento||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.46813619999999 -0.1122779)|-0.1122779|-78.46813619999999|ARQ CONSTRUCTIVE|3.8|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4663582 -0.1218877)|-0.1218877|-78.4663582|Sweet park||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4503141 -0.1144252)|-0.1144252|-78.4503141|"Minimarket ""Punto fijo"""|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.45322259999999 -0.1079457)|-0.1079457|-78.45322259999999|Complejo Comercial Carapungo|4.1|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.450431 -0.1113025)|-0.1113025|-78.450431|Sierra hermosa 2 urbanización|4.2|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4657296 -0.1244944)|-0.1244944|-78.4657296|Ferretería Valentin|4.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4672945 -0.1236742)|-0.1236742|-78.4672945|Mega Muebles Catherine|4.4|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.45396629999999 -0.1054528)|-0.1054528|-78.45396629999999|Sala de belleza Mary|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4621523 -0.1272138)|-0.1272138|-78.4621523|Dovana Bazar Papeleria|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4473786 -0.1169795)|-0.1169795|-78.4473786|Farmenlace Quito|4.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4474025 -0.1133906)|-0.1133906|-78.4474025|MAIPRAX CIA. LTDA.|4.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4713599 -0.1213138)|-0.1213138|-78.4713599|TRACVIAL|4.3|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4607797 -0.109833)|-0.109833|-78.4607797|Agrocomsi - Matriz|4.6|pharmacy|LA BOTA|health|health
POINT (-78.4482723 -0.1055249)|-0.1055249|-78.4482723|Veterinaria Vetgoglio|4.5|pharmacy|LA BOTA|health|health
POINT (-78.4764757 -0.1151207)|-0.1151207|-78.4764757|Vecol S. A.||pharmacy|LA BOTA|health|health
POINT (-78.45889280000002 -0.1161683)|-0.1161683|-78.45889280000002|Farmacia Economica||pharmacy|LA BOTA|health|health
POINT (-78.4575497 -0.108566)|-0.108566|-78.4575497|FYBECA EL PORTAL|3.3|pharmacy|LA BOTA|health|health
POINT (-78.4548454 -0.1090445)|-0.1090445|-78.4548454|SANASANA|3.5|pharmacy|LA BOTA|health|health
POINT (-78.4657134 -0.1212305)|-0.1212305|-78.4657134|Mega Farmacia Torres 1|3.7|pharmacy|LA BOTA|health|health
POINT (-78.4499075 -0.1139096)|-0.1139096|-78.4499075|MÁSFARMA||pharmacy|LA BOTA|health|health
POINT (-78.4666933 -0.1224863)|-0.1224863|-78.4666933|Su Farmacia||pharmacy|LA BOTA|health|health
POINT (-78.46652999999999 -0.1226759)|-0.1226759|-78.46652999999999|Cruz Azul||pharmacy|LA BOTA|health|health
POINT (-78.4530577 -0.1076541)|-0.1076541|-78.4530577|Farmacias Medicity|3.0|pharmacy|LA BOTA|health|health
POINT (-78.4537479 -0.1066017)|-0.1066017|-78.4537479|Farmacia Cruz Azul Luis Vacari|3.0|pharmacy|LA BOTA|health|health
POINT (-78.4519514 -0.1079239)|-0.1079239|-78.4519514|Sana sana galo plaza|5.0|pharmacy|LA BOTA|health|health
POINT (-78.46738880000001 -0.1243161)|-0.1243161|-78.46738880000001|Pharmacy Torres 2|5.0|pharmacy|LA BOTA|health|health
POINT (-78.4711114 -0.1180391)|-0.1180391|-78.4711114|ECONO PHARMA|5.0|pharmacy|LA BOTA|health|health
POINT (-78.46774979999999 -0.1248706)|-0.1248706|-78.46774979999999|Farmacia Economica Comité del Pueblo 2|3.8|pharmacy|LA BOTA|health|health
POINT (-78.46488889999999 -0.1268197)|-0.1268197|-78.46488889999999|URBAN FARMA||pharmacy|LA BOTA|health|health
POINT (-78.4704762 -0.1216722)|-0.1216722|-78.4704762|Farmacia Turno||pharmacy|LA BOTA|health|health
POINT (-78.4679839 -0.1253236)|-0.1253236|-78.4679839|Sana Sana CPC|3.7|pharmacy|LA BOTA|health|health
POINT (-78.4649124 -0.1314669)|-0.1314669|-78.4649124|Motionfitness|5.0|gym|LA BOTA|health|health
POINT (-78.4621119 -0.1062823)|-0.1062823|-78.4621119|Quiroprácticos Quito centro médico de terapias|3.7|physiotherapist|LA BOTA|health|health
POINT (-78.4548478 -0.1070185)|-0.1070185|-78.4548478|Teradynamic Fisioterapia||physiotherapist|LA BOTA|health|health
POINT (-78.4644108 -0.129035)|-0.129035|-78.4644108|Fisioterapia Y Rehabilitación Física FISIOMEDHEALTH|5.0|physiotherapist|LA BOTA|health|health
POINT (-78.44916789999999 -0.1051585)|-0.1051585|-78.44916789999999|Fisioterapia - KINEMCORD HEALTH COMPANY|5.0|physiotherapist|LA BOTA|health|health
POINT (-78.44551249999999 -0.1087109)|-0.1087109|-78.44551249999999|FisiTerap|5.0|physiotherapist|LA BOTA|health|health
POINT (-78.4513051 -0.0987806)|-0.0987806|-78.4513051|CUBASANA||physiotherapist|LA BOTA|health|health
POINT (-78.4501195 -0.0963629)|-0.0963629|-78.4501195|OrtoPlanet|5.0|physiotherapist|LA BOTA|health|health
POINT (-78.4708266 -0.1291922)|-0.1291922|-78.4708266|DINAPEN|4.5|police|LA BOTA|government|government
POINT (-78.4554479 -0.1180439)|-0.1180439|-78.4554479|UPC La Bota|3.7|police|LA BOTA|government|government
POINT (-78.4542747 -0.1136843)|-0.1136843|-78.4542747|Patio De Retención Vehícular El Arenal|2.3|police|LA BOTA|government|government
POINT (-78.4646056 -0.11949)|-0.11949|-78.4646056|UPC Comité del Pueblo 1|4.0|police|LA BOTA|government|government
POINT (-78.4543936 -0.1082233)|-0.1082233|-78.4543936|UPC|4.0|police|LA BOTA|government|government
POINT (-78.4610278 -0.1272583)|-0.1272583|-78.4610278|Upc Quintana|4.0|police|LA BOTA|government|government
POINT (-78.4764376 -0.1168276)|-0.1168276|-78.4764376|Unidad de Vigilancia Norte||police|LA BOTA|government|government
POINT (-78.4443878 -0.1257928)|-0.1257928|-78.4443878|UPC LLano Chico||police|LA BOTA|government|government
POINT (-78.4638286 -0.1356998)|-0.1356998|-78.4638286|UPC El Eden|2.5|police|LA BOTA|government|government
POINT (-78.4529173 -0.0958848)|-0.0958847999999999|-78.4529173|UPC Carapungo|2.4|police|LA BOTA|government|government
POINT (-78.45768280000001 -0.1370809)|-0.1370809|-78.45768280000001|Reten Policial Amagasi||police|LA BOTA|government|government
POINT (-78.4805504 -0.1229313)|-0.1229313|-78.4805504|Guardalmacen Policia Nacional DDL||police|LA BOTA|government|government
POINT (-78.47181719999999 -0.121116)|-0.121116|-78.47181719999999|DHL Express Corporate Office|4.2|post_office|LA BOTA|local_economy|services
POINT (-78.4713925 -0.1183105)|-0.1183105|-78.4713925|Fundación Cale||post_office|LA BOTA|local_economy|services
POINT (-78.4709702 -0.1047064)|-0.1047064|-78.4709702|Urbano Ecuador|1.0|post_office|LA BOTA|local_economy|services
POINT (-78.4693722 -0.1301781)|-0.1301781|-78.4693722|Laarcourier Express Floripondios|5.0|post_office|LA BOTA|local_economy|services
POINT (-78.4573401 -0.1099149)|-0.1099149|-78.4573401|Mayflower|4.0|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4652594 -0.1198871)|-0.1198871|-78.4652594|Los Encebollados de Panchito|4.5|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4575256 -0.1084616)|-0.1084616|-78.4575256|Ch Farina|4.2|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.46539229999999 -0.1229637)|-0.1229637|-78.46539229999999|La casucha del manaba|4.5|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4533703 -0.1075254)|-0.1075254|-78.4533703|Pizza Hut Carapungo|4.2|meal_delivery|LA BOTA|local_economy|food and drinks
POINT (-78.452833 -0.1078888)|-0.1078888|-78.452833|Los Ceviches de la Rumiñahui|4.1|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4535535 -0.1061874)|-0.1061874|-78.4535535|La Ramada Manabita|4.6|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.467528 -0.1241037)|-0.1241037|-78.467528|Cai Lin|4.3|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.453364 -0.104081)|-0.104081|-78.453364|KFC|4.0|meal_takeaway|LA BOTA|local_economy|food and drinks
POINT (-78.4598559 -0.1156608)|-0.1156608|-78.4598559|POLLO HORNEADO MY CHICKEN|4.0|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4595312 -0.1160554)|-0.1160554|-78.4595312|King Pollo||restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4600634 -0.1157796)|-0.1157796|-78.4600634|Cevicheria Sazon Manabita|4.4|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4604425 -0.1153647)|-0.1153647|-78.4604425|Horno de matilde|4.5|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4582332 -0.115923)|-0.115923|-78.4582332|Panificadora + Que Pan|4.5|bakery|LA BOTA|local_economy|food and drinks
POINT (-78.4568805 -0.1170998)|-0.1170998|-78.4568805|Pescaderia La Bota|4.3|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4554417 -0.1182694)|-0.1182694|-78.4554417|Ké Pinchos|3.0|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4634084 -0.1190248)|-0.1190248|-78.4634084|Restaurante Comida Típica||restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4626435 -0.1198658)|-0.1198658|-78.4626435|Encebollados Tiburón|5.0|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4638511 -0.1189364)|-0.1189364|-78.4638511|Las Papicanastas Urbanas||restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.463628 -0.1118362)|-0.1118362|-78.463628|Tilapias Chavelita|4.8|restaurant|LA BOTA|local_economy|food and drinks
POINT (-78.4600103 -0.133767)|-0.133767|-78.4600103|ISM ACADEMY QUITO|4.5|school|LA BOTA|education|education
POINT (-78.4670467 -0.1222125)|-0.1222125|-78.4670467|"Instituto Educativo ""Tomas Abel Rivadeneira"""|3.7|school|LA BOTA|education|education
POINT (-78.4613882 -0.1088136)|-0.1088136|-78.4613882|Educational Center El Trebol|4.7|school|LA BOTA|education|education
POINT (-78.4680884 -0.1148434)|-0.1148434|-78.4680884|Escuela Gnóstica de Educación Continua|4.2|school|LA BOTA|education|education
POINT (-78.46199399999999 -0.1036728)|-0.1036728|-78.46199399999999|Unidad Particular Educativa Perpetuo Socorro UPEPS|3.9|school|LA BOTA|education|education
POINT (-78.45556049999999 -0.1331792)|-0.1331792|-78.45556049999999|Colegio Britanico|4.4|school|LA BOTA|education|education
POINT (-78.46849979999999 -0.0995672)|-0.0995672|-78.46849979999999|Blue Planet Educational Unit|3.1|school|LA BOTA|education|education
POINT (-78.4534015 -0.097304)|-0.097304|-78.4534015|Pre-Universitario Marie Curie||school|LA BOTA|education|education
POINT (-78.4776251 -0.1263845)|-0.1263845|-78.4776251|Adventist School City of Quito|4.6|primary_school|LA BOTA|education|education
POINT (-78.4495778 -0.0967781)|-0.0967780999999999|-78.4495778|Unidad Educativa Nuevo Ecuador|4.9|school|LA BOTA|education|education
POINT (-78.47427189999999 -0.1315243)|-0.1315243|-78.47427189999999|Educational Unit Francis Bacon|3.6|school|LA BOTA|education|education
POINT (-78.4673911 -0.0952824)|-0.0952823999999999|-78.4673911|HIT FITNESS DANCE|5.0|school|LA BOTA|education|education
POINT (-78.4548387 -0.1372847)|-0.1372847|-78.4548387|Educational Unit jesss|4.4|school|LA BOTA|education|education
POINT (-78.4732523 -0.1255041)|-0.1255041|-78.4732523|New World College|3.9|school|LA BOTA|education|education
POINT (-78.4611764 -0.1146315)|-0.1146315|-78.4611764|CEMEI||school|LA BOTA|education|education
POINT (-78.4586757 -0.11304)|-0.11304|-78.4586757|CORPORACION BENEDETTI|5.0|school|LA BOTA|education|education
POINT (-78.4569976 -0.1176381)|-0.1176381|-78.4569976|Colegio Fray Jodoco Ricke|4.0|school|LA BOTA|education|education
POINT (-78.4601779 -0.1112418)|-0.1112418|-78.4601779|Creciendo Juntos|5.0|school|LA BOTA|education|education
POINT (-78.46037000000001 -0.1106118)|-0.1106118|-78.46037000000001|Educational Unit Leibnitz|3.6|school|LA BOTA|education|education
POINT (-78.47951680000001 -0.1139831)|-0.1139831|-78.47951680000001|Salmo 23 Soluciones Informaticas|4.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4651524 -0.1190451)|-0.1190451|-78.4651524|Mercado Comite Del Pueblo|3.8|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4585723 -0.1081851)|-0.1081851|-78.4585723|El Portal Shopping|4.6|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4581046 -0.1077527)|-0.1077527|-78.4581046|Súper Paco Portal||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4667766 -0.1200027)|-0.1200027|-78.4667766|Cerámicas GEYMIL|3.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4598568 -0.1242263)|-0.1242263|-78.4598568|Residencia Jiménez Sangurima|4.9|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.46169139999999 -0.1066918)|-0.1066918|-78.46169139999999|Estacionamiento||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.46813619999999 -0.1122779)|-0.1122779|-78.46813619999999|ARQ CONSTRUCTIVE|3.8|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4663582 -0.1218877)|-0.1218877|-78.4663582|Sweet park||shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4503141 -0.1144252)|-0.1144252|-78.4503141|"Minimarket ""Punto fijo"""|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.45322259999999 -0.1079457)|-0.1079457|-78.45322259999999|Complejo Comercial Carapungo|4.1|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.450431 -0.1113025)|-0.1113025|-78.450431|Sierra hermosa 2 urbanización|4.2|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4657296 -0.1244944)|-0.1244944|-78.4657296|Ferretería Valentin|4.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4672945 -0.1236742)|-0.1236742|-78.4672945|Mega Muebles Catherine|4.4|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.45396629999999 -0.1054528)|-0.1054528|-78.45396629999999|Sala de belleza Mary|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4621523 -0.1272138)|-0.1272138|-78.4621523|Dovana Bazar Papeleria|5.0|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4473786 -0.1169795)|-0.1169795|-78.4473786|Farmenlace Quito|4.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4474025 -0.1133906)|-0.1133906|-78.4474025|MAIPRAX CIA. LTDA.|4.5|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4713599 -0.1213138)|-0.1213138|-78.4713599|TRACVIAL|4.3|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.4451831 -0.1121215)|-0.1121215|-78.4451831|AVALCHEM|4.8|plumber|LA BOTA|local_economy|services
POINT (-78.4776251 -0.1263845)|-0.1263845|-78.4776251|Adventist School City of Quito|4.6|primary_school|LA BOTA|education|education
POINT (-78.44700689999999 -0.1118158)|-0.1118158|-78.44700689999999|Unidad Educativa Julio Cesar Labake|5.0|primary_school|LA BOTA|education|education
POINT (-78.4634475 -0.1289028)|-0.1289028|-78.4634475|Abrigon||primary_school|LA BOTA|education|education
POINT (-78.4680083 -0.1268884)|-0.1268884|-78.4680083|CIBV Joaquín Tamayo||primary_school|LA BOTA|education|education
POINT (-78.46732779999999 -0.1283185)|-0.1283185|-78.46732779999999|Unidad Educativa Leibnitz||primary_school|LA BOTA|education|education
POINT (-78.46085579999999 -0.1343823)|-0.1343823|-78.46085579999999|Academia Quito||primary_school|LA BOTA|education|education
POINT (-78.4397049 -0.1152834)|-0.1152834|-78.4397049|JC Camp Escuela Particular Bilingüe|4.6|primary_school|LA BOTA|education|education
POINT (-78.451915 -0.1037139)|-0.1037139|-78.451915|"Unidad Educativa Particular ""Los Alpes"""|3.3|secondary_school|LA BOTA|education|education
POINT (-78.4459518 -0.1250237)|-0.1250237|-78.4459518|"Colegio Nacional Técnico ""Llano Chico"", Quito, Ecuador"|4.7|secondary_school|LA BOTA|education|education
POINT (-78.4647686 -0.1309812)|-0.1309812|-78.4647686|"Alekkeit | Luxury Auto SPA"|2.9|spa|LA BOTA|local_economy|services
POINT (-78.462088 -0.1146817)|-0.1146817|-78.462088|Estetica Nathalie Sarzosa|4.8|beauty_salon|LA BOTA|local_economy|services
POINT (-78.46498489999999 -0.119107)|-0.119107|-78.46498489999999|CERAGEM AMERICA COMITÉ DEL PUEBLO|5.0|spa|LA BOTA|local_economy|services
POINT (-78.4582751 -0.1081518)|-0.1081518|-78.4582751|Shiatsu Masajes (Portal Shopping)||spa|LA BOTA|local_economy|services
POINT (-78.45856289999999 -0.1072879)|-0.1072879|-78.45856289999999|Redux Clinica - El Portal Shopping|5.0|hospital|LA BOTA|health|health
POINT (-78.46593159999999 -0.1238586)|-0.1238586|-78.46593159999999|Renacer Centro de Rehabilitación Física y Spa||spa|LA BOTA|local_economy|services
POINT (-78.4672045 -0.125068)|-0.125068|-78.4672045|SpaManosLindas|3.0|spa|LA BOTA|local_economy|services
POINT (-78.4705175 -0.1220047)|-0.1220047|-78.4705175|Estética Integral Paty Nole||beauty_salon|LA BOTA|local_economy|services
POINT (-78.44503080000001 -0.1156232)|-0.1156232|-78.44503080000001|Centro Cosmetológico Marjorie Álava|4.6|spa|LA BOTA|local_economy|services
POINT (-78.4690432 -0.1268485)|-0.1268485|-78.4690432|JORGE RAMOS STUDIO|5.0|beauty_salon|LA BOTA|local_economy|services
POINT (-78.45136629999999 -0.1017775)|-0.1017775|-78.45136629999999|Peluquería Backstage||spa|LA BOTA|local_economy|services
POINT (-78.4580469 -0.0987609)|-0.0987609|-78.4580469|NUNA Masajes Terapéuticos|5.0|spa|LA BOTA|local_economy|services
POINT (-78.45356389999999 -0.0996245)|-0.0996245|-78.45356389999999|Sophy Nails||spa|LA BOTA|local_economy|services
POINT (-78.4536239 -0.099393)|-0.099393|-78.4536239|Roosmell|5.0|beauty_salon|LA BOTA|local_economy|services
POINT (-78.4481368 -0.1019168)|-0.1019168|-78.4481368|Spa Tataví|4.5|spa|LA BOTA|local_economy|services
POINT (-78.4665851 -0.1333708)|-0.1333708|-78.4665851|CENTRO ESTÉTICO||spa|LA BOTA|local_economy|services
POINT (-78.4501011 -0.0973153)|-0.0973153|-78.4501011|Dog Wash||spa|LA BOTA|local_economy|services
POINT (-78.4675054 -0.1352074)|-0.1352074|-78.4675054|Renuévate estética integral|5.0|beauty_salon|LA BOTA|local_economy|services
POINT (-78.46237599999999 -0.1279815)|-0.1279815|-78.46237599999999|Liga Barrial Seis De Julio|3.9|stadium|LA BOTA|built_environment|public_space
POINT (-78.4437994 -0.1266626)|-0.1266626|-78.4437994|Centro de Apoyo Pedagógico “Pequeños Genios”.|5.0|stadium|LA BOTA|built_environment|public_space
POINT (-78.45617349999999 -0.1173321)|-0.1173321|-78.45617349999999|SPC Computers - Repuestos y Reparacion de Portatiles y PCs||electronics_store|LA BOTA|local_economy|stores
POINT (-78.4724284 -0.1289394)|-0.1289394|-78.4724284|Gran AKÍ Molineros|4.4|supermarket|LA BOTA|local_economy|stores
POINT (-78.4597768 -0.1149429)|-0.1149429|-78.4597768|Megacomex|4.5|store|LA BOTA|local_economy|stores
POINT (-78.4566069 -0.1174587)|-0.1174587|-78.4566069|Fleximuebles|4.0|store|LA BOTA|local_economy|stores
POINT (-78.4546151 -0.113402)|-0.113402|-78.4546151|Andinaseed|4.5|grocery_or_supermarket|LA BOTA|local_economy|stores
POINT (-78.4607797 -0.109833)|-0.109833|-78.4607797|Agrocomsi - Matriz|4.6|pharmacy|LA BOTA|health|health
POINT (-78.4622412 -0.1100754)|-0.1100754|-78.4622412|Sempe Montacargas|4.9|store|LA BOTA|local_economy|stores
POINT (-78.46137999999999 -0.1074888)|-0.1074888|-78.46137999999999|Motrac S. A. Quito|4.3|store|LA BOTA|local_economy|stores
POINT (-78.4570966 -0.106984)|-0.106984|-78.4570966|Genesis|4.5|home_goods_store|LA BOTA|local_economy|stores
POINT (-78.4686996 -0.1123349)|-0.1123349|-78.4686996|Fábrica|3.6|store|LA BOTA|local_economy|stores
